StockCode,Country_top,recommended_price,predicted_qty,predicted_profit,unit_cost_assumed,hist_min_price,hist_max_price,median_price
47556B,United Kingdom,7.247999999999999,167.05618796928607,915.1337976957489,1.7700000000000002,2.1,6.04,2.9500000000000006
22498,Netherlands,15.264,78.12788566702594,913.6274949902012,3.57,4.95,12.72,5.95
22502,Germany,380.6709523809524,2.3191208771572107,874.5426914625339,3.57,2.0,317.22579365079366,5.95
22502,France,380.6709523809524,2.3100568789063174,871.1246490897427,3.57,2.0,317.22579365079366,5.95
21795,United Kingdom,30.587999999999997,35.59426409041519,816.4612297059435,7.6499999999999995,6.860000000000001,25.49,12.75
22423,Germany,30.68,32.909231838469736,757.8996092399581,7.6499999999999995,5.458333333333333,25.566666666666666,12.75
22945,Netherlands,13.224000000000002,59.32321638480045,754.2353731163531,0.51,0.72,11.020000000000001,0.85
22341,Other,4.116,237.8506732614085,743.5212046151629,0.9899999999999999,1.45,3.43,1.65
22444,Netherlands,11.952,63.078314648861706,706.6032806965488,0.75,1.06,9.96,1.25
22944,Netherlands,19.355999999999998,34.225987983382005,642.5586984000137,0.5820000000000001,0.38999999999999996,16.13,0.9700000000000001
84879,United Kingdom,31.247999999999998,20.920911885103514,632.5228499342196,1.014,0.5828571428571429,26.04,1.69
23427,Germany,29.951999999999998,28.0977900165662,630.8515814519443,7.5,10.4,24.96,12.5
22969,Netherlands,3.9480000000000004,187.14800526044047,576.0415601916358,0.87,1.25,3.2900000000000005,1.45
22747,Netherlands,5.568333333333333,133.0253159809846,573.1174030180754,1.26,1.85,4.95,2.1
20712,Netherlands,6.071999999999999,118.65929092909197,572.4124194419395,1.248,1.65,5.06,2.08
22165,United Kingdom,31.247999999999998,23.8023354101019,567.864217046506,7.390499999999999,3.95,26.04,12.317499999999999
22509,Netherlands,40.848,17.423664003349778,534.5231642947645,10.17,3.9499999999999997,34.04,16.95
21777,EIRE,20.82,32.81223623882501,526.6363916331414,4.77,6.95,17.35,7.95
22992,Netherlands,5.5223267326732675,115.1609810548888,501.2182164060722,1.17,1.65,4.9202970297029704,1.95
23077,Netherlands,3.4297297297297296,183.70927233426303,492.29119870114,0.75,1.04,2.858108108108108,1.25
84078A,EIRE,93.86399999999999,7.038723367943706,491.96453107905734,23.970000000000002,34.95,78.22,39.95
85099B,Netherlands,5.159999999999999,115.1609810548888,459.4923144090062,1.17,1.65,4.3,1.95
22469,Netherlands,5.052,112.7364412446647,457.935424335828,0.9899999999999999,1.1611111111111112,4.21,1.65
85123A,Netherlands,6.9479999999999995,84.37345016474687,444.15369955752095,1.6838594594594591,2.055641025641026,5.79,2.806432432432432
20622,Germany,5.159999999999999,113.38435724609452,442.1989932597686,1.26,0.75,4.3,2.1
20617,Germany,5.159999999999999,113.38435724609452,442.1989932597686,1.26,0.8299999999999998,4.3,2.1
23569,Netherlands,12.947999999999999,43.69788694028237,436.0175158901374,2.97,4.15,10.79,4.95
37340,EIRE,7.375833333333334,62.24184123805773,427.3421083002981,0.51,0.1,8.65,0.85
22752,Netherlands,20.376,27.556981016730013,420.96044201156775,5.1,3.9500000000000006,16.98,8.5
22485,Netherlands,30.587999999999997,18.338749951474576,420.6542463869238,7.6499999999999995,10.949999999999998,25.49,12.75
22326,Netherlands,7.363499999999999,74.31107482093446,415.6589970108968,1.7700000000000002,2.55,6.77,2.9500000000000006
22243,Netherlands,4.74,108.76227415588524,407.8585280845697,0.9899999999999998,1.45,3.95,1.6499999999999997
21262,Netherlands,36.467999999999996,11.61799835664003,403.12130697869566,1.7700000000000002,2.95,30.39,2.9500000000000006
22423,United Kingdom,30.68,17.339224668074845,399.3223441057637,7.6499999999999995,5.458333333333333,25.566666666666666,12.75
22502,United Kingdom,380.6709523809524,1.0451346291487467,394.12126401830585,3.57,2.0,317.22579365079366,5.95
22822,Netherlands,15.264,33.40895731524409,390.68434684446436,3.57,4.95,12.72,5.95
21330,Netherlands,3.500166666666666,155.0848569815584,389.2888384998751,0.9899999999999999,1.45,3.43,1.65
21579,Netherlands,6.204,79.86879070446838,387.68311007948955,1.3499999999999999,0.85,5.17,2.25
37340,France,10.38,39.071758486947466,385.63825626617154,0.51,0.1,8.65,0.85
79164,United Kingdom,26.04,15.322220787424932,383.8216307249946,0.9899999999999998,0.38999999999999996,21.7,1.6499999999999997
22328,Netherlands,7.29,69.48905938166777,383.5796077868061,1.7700000000000002,2.55,6.95,2.9500000000000006
22948,Netherlands,7.1804999999999986,57.321051413485904,382.36007345365766,0.51,0.7200000000000001,6.77,0.85
22285,Netherlands,3.4251666666666667,155.0848569815584,377.65747422625833,0.9899999999999999,1.0,3.43,1.65
22838,EIRE,35.94,13.993825209930527,377.4134659118263,8.969999999999999,9.98,29.95,14.95
22130,Netherlands,7.112,57.11909490447712,377.100264559358,0.51,0.72,8.65,0.85
84356,Germany,24.996,18.02854387348741,375.46245470924885,4.17,1.95,20.83,6.95
22890,Netherlands,24.456,20.037606628365427,370.4151961319633,5.97,8.5,20.38,9.95
22129,Netherlands,7.367499999999999,53.54097068462638,367.1572064698253,0.51,0.72,8.47,0.85
21473,Other,119.95199999999998,3.3959219101646605,366.6984397034003,11.969999999999999,19.949999999999996,99.96,19.95
23076,Netherlands,2.9520000000000004,162.77536861452646,358.4313616891873,0.75,1.04,2.4600000000000004,1.25
22991,Netherlands,5.555000000000001,80.93902914651017,354.9176428074471,1.17,1.65,4.95,1.95
22292,Netherlands,3.4553333333333334,136.28832958453046,352.3507614192061,0.87,0.85,2.98,1.45
23340,Other,3.4833333333333334,139.60119911153302,348.07232311808906,0.9899999999999998,1.45,3.2900000000000005,1.6499999999999997
22061,United Kingdom,26.04,17.292731619761387,347.06512360861103,5.97,2.95,21.7,9.95
84212,Netherlands,6.071999999999999,61.023174156579024,346.733675557682,0.39,0.42,5.06,0.65
84748,Netherlands,7.3806666666666665,61.60765816108001,345.66003405576623,1.7700000000000002,0.8499999999999999,7.62,2.9500000000000006
47567B,France,15.264,29.353424286290082,343.25894360387616,3.57,4.65,12.72,5.95
20725,Netherlands,6.071999999999999,66.70702258327144,339.0050887681854,0.9899999999999999,1.19,5.06,1.65
20726,Netherlands,6.071999999999999,66.70702258327144,339.0050887681854,0.9899999999999999,1.45,5.06,1.65
22158,Netherlands,7.382175889328063,60.17052053090878,337.68754457188544,1.77,2.55,6.787786561264822,2.95
22128,Netherlands,15.264,23.08990423073885,335.12687000494367,0.75,1.06,12.72,1.25
22175,Netherlands,7.247999999999999,60.641400442703045,332.1935916251272,1.7700000000000002,1.9799999999999998,6.04,2.9500000000000006
72760B,Netherlands,26.04,16.510365745572773,331.36304051364556,5.97,8.49,21.7,9.95
20730,Other,3.0839999999999996,141.21154330094083,329.58774206439585,0.75,0.15,2.57,1.25
22554,Netherlands,4.305818181818182,98.97980944176831,328.1990517799144,0.9899999999999998,1.45,3.5881818181818184,1.6499999999999997
22384,Netherlands,6.071999999999999,63.473283091622505,322.5712246716255,0.9899999999999999,1.2119047619047618,5.06,1.65
22413,United Kingdom,7.092,60.4881862534126,321.9181272406618,1.7700000000000002,1.495051903114187,5.91,2.9500000000000006
20729,Other,3.0839999999999996,137.46198202015339,320.83626603503797,0.75,0.15,2.57,1.25
47590B,France,13.223999999999998,31.870369669236712,317.2376596875822,3.27,4.19,11.02,5.45
23158,Netherlands,4.9559999999999995,85.08292965610778,315.48750316484757,1.248,1.85,4.13,2.08
21563,Netherlands,7.247999999999999,57.5231608860412,315.1118753337336,1.7700000000000002,0.7899999999999999,6.04,2.9500000000000006
22090,Netherlands,7.3085,56.77870261797668,314.46884444966383,1.7700000000000002,2.0,6.77,2.9500000000000006
22501,Netherlands,25.476,16.024373391431155,312.5714273732561,5.97,8.5,21.23,9.95
23297,Netherlands,3.5544000000000002,121.79103876720126,312.32093981461094,0.9899999999999999,1.45,2.962,1.65
23240,Netherlands,7.3424999999999985,63.97341315617529,310.4309873403405,2.49,3.75,8.29,4.15
23345,Netherlands,2.952,140.24468649059799,308.8187996522968,0.75,1.08,2.46,1.25
72802C,Other,10.38,39.15630343420987,306.5938558898633,2.55,0.5098944591029023,8.65,4.25
84879,Germany,31.247999999999998,10.074322335067096,304.58706147841855,1.014,0.5828571428571429,26.04,1.69
21684,Netherlands,3.0119999999999996,117.80831069431451,294.7563933571749,0.51,0.64,2.51,0.85
22752,United Kingdom,20.376,19.12653393886325,292.17693245007507,5.1,3.9500000000000006,16.98,8.5
23164,EIRE,11.952,32.32822122647642,290.3720830562112,2.97,4.15,9.96,4.95
22470,Netherlands,7.183956043956044,53.5078486968722,289.6891408515168,1.7700000000000002,1.9403846153846156,6.925238095238096,2.9500000000000006
22905,Netherlands,7.092,54.11330629834088,287.9910161197701,1.77,1.25,5.91,2.95
23238,Netherlands,11.863384615384613,30.679970681202487,287.57516518363434,2.49,3.75,9.886153846153844,4.15
22076,Netherlands,5.052,70.75723418176628,287.4158852463346,0.9899999999999998,0.38999999999999996,4.21,1.6499999999999997
84968E,Other,31.247999999999998,12.1577257583648,286.8980124458925,7.6499999999999995,8.29,26.04,12.75
22654,Netherlands,15.264,24.463293477768858,286.073753929029,3.57,4.95,12.72,5.95
21681,Netherlands,24.456,15.44668837726913,285.54748134219716,5.97,8.5,20.38,9.95
47570B,Other,26.04,14.472488728231555,284.38440350975003,6.39,8.49,21.7,10.65
22324,EIRE,12.468,28.43442426027349,284.0598983601322,2.4779999999999998,1.6499999999999997,10.39,4.13
23245,Other,12.947999999999999,28.16133380287116,280.99378868504834,2.97,4.15,10.79,4.95
22467,Netherlands,6.071999999999999,61.59746051148741,279.77566564317584,1.5299999999999998,1.7296296296296294,5.06,2.55
84212,EIRE,6.071999999999999,48.97924510376828,278.30007067961134,0.39,0.42,5.06,0.65
21165,EIRE,5.159999999999999,66.71549118039803,276.6024264339302,1.014,1.0095252225519287,4.3,1.6900000000000002
21137,United Kingdom,7.404,53.51185686493272,275.8001102818632,2.25,3.3899999999999997,7.78,3.75
21281,France,6.204,58.755415549609566,274.6228122788751,1.5299999999999998,0.25,5.17,2.55
21279,France,6.204,58.755415549609566,274.6228122788751,1.5299999999999998,0.25,5.17,2.55
21278,France,6.204,58.755415549609566,274.6228122788751,1.5299999999999998,0.25,5.17,2.55
21280,France,6.204,58.755415549609566,274.6228122788751,1.5299999999999998,0.25,5.17,2.55
84968E,Germany,31.247999999999998,11.630114875899787,274.44745084148315,7.6499999999999995,8.29,26.04,12.75
23078,Netherlands,2.9520000000000004,123.67560312624923,272.33367808400084,0.75,1.04,2.4600000000000004,1.25
20760,Germany,1.5936666666666663,250.4618818214089,271.4171926004667,0.51,0.1,1.66,0.85
21564,Netherlands,7.247999999999999,49.44073408316331,270.8363413075686,1.7700000000000002,0.79,6.04,2.9500000000000006
C2,France,180.0,1.7976497502274056,269.64746253411084,30.0,15.0,150.0,50.0
22628,Netherlands,12.203999999999999,29.17114413862004,269.3663449760174,2.97,4.13,10.17,4.95
22509,United Kingdom,40.848,8.680839916048946,266.31080694454954,10.17,3.9499999999999997,34.04,16.95
84879,Netherlands,31.247999999999998,8.764923933719428,264.9987102120732,1.014,0.5828571428571429,26.04,1.69
22867,Netherlands,5.5125,62.187601332475786,264.4527746663533,1.26,1.8500000000000003,4.59375,2.1
22474,EIRE,13.224000000000002,25.682754519026584,263.3509648380986,2.97,1.95,11.020000000000001,4.95
22472,EIRE,13.223999999999998,25.682754519026584,263.35096483809855,2.97,1.95,11.02,4.95
21843,EIRE,26.04,13.346948433671235,259.86508600357894,6.569999999999999,4.0,21.7,10.95
23270,Netherlands,3.504,98.22631169489193,258.72810500434537,0.87,1.25,2.92,1.45
21637,Germany,3.0839999999999996,110.63817092396239,258.2294909365282,0.75,1.06,2.57,1.25
22968,France,24.456,13.85651518891704,256.1515397823204,5.97,8.5,20.38,9.95
23129,Netherlands,7.3424999999999985,52.75807836162973,256.0085752498082,2.49,3.75,8.29,4.15
21136,Germany,30.587999999999997,8.622194576757135,254.99278241301548,1.014,1.04,25.49,1.69
22956,Netherlands,5.052,67.21033327272139,254.86158377015948,1.26,0.79,4.21,2.1
23154,Netherlands,5.568333333333333,58.88030304758019,254.38253593322895,1.248,1.85,4.95,2.08
22947,Netherlands,40.8,8.241168638935886,254.00929978928184,9.978,7.95,34.0,16.63
22507,Netherlands,13.224000000000002,24.75896046057394,253.87838056272523,2.97,3.8571895424836606,11.020000000000001,4.95
20685,Netherlands,20.376,15.92646033885026,252.94404310161985,4.494,4.161214953271028,16.98,7.49
23083,Netherlands,7.408,48.689885742309286,251.14243065883133,2.25,3.2900000000000005,7.5,3.75
22275,United Kingdom,20.376,16.433918975588114,251.04454627108404,5.1,7.65,16.98,8.5
20748,EIRE,31.247999999999998,10.583286903711759,249.7444043537901,7.6499999999999995,3.9500000000000006,26.04,12.75
22188,Netherlands,10.38,30.90555914223428,247.55352872929663,2.37,2.31,8.65,3.95
23082,Netherlands,7.408,47.92271189054756,247.18534793144434,2.25,3.2900000000000005,7.5,3.75
22086,Netherlands,7.340999999999999,44.35439528247601,247.0983361186738,1.7700000000000002,2.325,6.77,2.9500000000000006
20727,Netherlands,6.072,48.619943929082176,247.08655504759562,0.9899999999999999,1.19,5.0600000000000005,1.65
22941,Netherlands,20.376,16.129988496008167,246.40170426502078,5.1,6.5,16.98,8.5
22201,EIRE,10.38,31.32403426584845,245.2671883015934,2.55,1.25,8.65,4.25
22504,Netherlands,71.43599999999999,4.584702384655146,245.12569769797202,17.97,10.0,59.53,29.95
47502,EIRE,31.247999999999998,10.302367785604739,243.1152750047006,7.6499999999999995,9.95,26.04,12.75
22423,Netherlands,30.68,10.506607057935593,241.96716054425673,7.6499999999999995,5.458333333333333,25.566666666666666,12.75
21683,Netherlands,7.247999999999999,43.76637071111269,239.75217875547528,1.7700000000000002,2.55,6.04,2.9500000000000006
22942,Netherlands,19.956,16.129988496008167,239.62710909669732,5.1,2.95,16.63,8.5
21121,Netherlands,3.0119999999999996,105.7234793555151,239.1465103021751,0.75,1.06,2.51,1.25
C2,EIRE,180.0,1.5916203706071426,238.7430555910714,30.0,15.0,150.0,50.0
22347,EIRE,3.0839999999999996,102.28007973598686,238.72170610379328,0.75,1.06,2.57,1.25
20724,Netherlands,3.0119999999999996,95.35786635688406,238.58538162492388,0.51,0.72,2.51,0.85
22094,Netherlands,3.0839999999999996,101.84761418932686,237.71233151788886,0.75,0.38999999999999996,2.57,1.25
22946,Other,40.8,7.760606520469253,237.7073777219732,10.17,8.0,34.0,16.95
22356,Netherlands,3.056,93.35916871556724,237.6924435498342,0.51,0.72,2.546666666666667,0.85
84968D,EIRE,31.247999999999998,10.023919076041288,236.5444423564223,7.6499999999999995,8.29,26.04,12.75
84879,France,31.247999999999998,7.821508083626052,236.47547540035006,1.014,0.5828571428571429,26.04,1.69
23236,EIRE,6.9479999999999995,45.31598232531595,236.27753184419734,1.734,2.49,5.79,2.89
21260,EIRE,7.276666666666666,44.348326012496294,236.22874989323023,1.95,2.75,6.91,3.25
22442,United Kingdom,19.355999999999998,16.188161472233208,236.12052323399354,4.77,1.9499999999999997,16.13,7.95
21206,Netherlands,4.032,76.91662099981662,233.98036108144217,0.9899999999999998,0.65,3.3600000000000003,1.6499999999999997
21202,Netherlands,4.032,76.91662099981662,233.98036108144217,0.9899999999999998,0.65,3.3600000000000003,1.6499999999999997
84755,Netherlands,6.204,40.123694620719355,233.27916052486233,0.39,0.55,5.17,0.65
84459A,Netherlands,3.466833333333333,90.60782739583517,233.1188385849179,0.894,1.25,3.43,1.49
22631,Netherlands,6.8999999999999995,40.68116273879419,233.1030624932907,1.17,1.6499999999999997,5.75,1.95
22847,EIRE,40.8,7.588349234531954,232.4311370537137,10.17,11.63,34.0,16.95
84968A,Germany,31.247999999999998,9.812279223254869,231.5501651103684,7.6499999999999995,3.24,26.04,12.75
22944,France,19.355999999999998,12.313597980551545,231.17548848687468,0.5820000000000001,0.38999999999999996,16.13,0.9700000000000001
22423,EIRE,30.68,10.017913668423315,230.71255178378897,7.6499999999999995,5.458333333333333,25.566666666666666,12.75
22588,Netherlands,6.9479999999999995,43.55230501270023,230.25212817612078,1.6612045454545454,2.1,5.79,2.7686742424242423
23280,Netherlands,2.952,93.35916871556724,229.10340002800203,0.49799999999999994,0.72,2.46,0.83
84347,Netherlands,7.092,41.12269248439065,228.72441559818077,1.5299999999999998,1.6618503118503116,5.91,2.55
22834,Netherlands,7.278833333333334,37.89002761241349,228.05376119451475,1.26,0.85,8.33,2.1
21017,France,3.0839999999999996,93.71217700401189,227.61516392061935,0.655125,0.42,2.57,1.091875
22086,United Kingdom,7.340999999999999,40.777829713700655,227.1732893350263,1.7700000000000002,2.325,6.77,2.9500000000000006
84987,Netherlands,4.596,60.94290171086431,227.07325177468041,0.87,1.25,3.83,1.45
84968C,EIRE,31.247999999999998,9.60406370309169,226.63669526555768,7.6499999999999995,5.91,26.04,12.75
21109,United Kingdom,16.644,17.97021043791185,226.31683025506177,4.05,1.95,13.87,6.75
22263,Netherlands,1.568,213.5087029270315,225.89220769679932,0.51,0.19000000000000003,1.7,0.85
22383,Netherlands,6.071999999999999,44.437108778747586,225.8293868135952,0.9899999999999999,1.45,5.06,1.65
82615,EIRE,7.247999999999999,41.1270615366621,225.29404309783496,1.77,2.55,6.04,2.95
85049F,Netherlands,3.0839999999999996,96.15230451662961,224.4194787418135,0.75,1.06,2.57,1.25
85048,EIRE,20.82,13.967274675329453,224.17475853903773,4.77,6.95,17.35,7.95
21482,Netherlands,7.247999999999999,40.433809653138375,221.49640927989202,1.77,2.55,6.04,2.95
21124,Netherlands,3.0839999999999996,94.72096359780967,221.07872903728773,0.75,1.06,2.57,1.25
47570B,United Kingdom,26.04,11.23079245641578,220.68507176857008,6.39,8.49,21.7,10.65
21432,Netherlands,15.264,18.831141014323723,220.2113630215016,3.57,5.45,12.72,5.95
21390,Netherlands,3.0839999999999996,94.27208301344145,220.0310417533723,0.75,1.06,2.57,1.25
21082,France,3.0119999999999996,87.85824566736756,219.8213306597536,0.51,0.17,2.51,0.85
22947,Germany,40.8,7.08664914434803,218.42469992709493,9.978,7.95,34.0,16.63
23314,Other,29.951999999999998,9.62606126762583,216.12432758073513,7.5,10.39,24.96,12.5
22837,Netherlands,11.184,25.740998064758088,216.06993775557936,2.79,4.25,9.32,4.65
21261,Netherlands,36.467999999999996,6.258302871675576,215.89803842379658,1.9701428571428574,2.95,30.39,3.2835714285714293
22074,Netherlands,5.052,53.077844703014456,215.60220518364468,0.9899999999999998,0.38999999999999996,4.21,1.6499999999999997
22471,Netherlands,13.223999999999998,21.000147827586026,215.33551582406707,2.97,1.95,11.02,4.95
22078,Netherlands,5.593166666666666,49.5834101235802,214.85317996716026,1.26,1.85,4.81,2.1
21933,Netherlands,7.222499999999998,37.70413325544264,214.6307785566072,1.5299999999999998,1.6499999999999997,6.721428571428571,2.55
22634,Other,24.456,11.608114858353028,214.58761127151408,5.97,8.5,20.38,9.95
21122,Netherlands,3.0119999999999996,94.72096359780967,214.25881965824544,0.75,1.06,2.51,1.25
22900,Netherlands,7.235626865671642,40.15981920248086,212.26981929714873,1.95,2.3231343283582087,7.523333333333333,3.25
21262,EIRE,36.467999999999996,6.111197764803289,212.04634004314448,1.7700000000000002,2.95,30.39,2.9500000000000006
22323,EIRE,12.468,18.718173610294148,211.47792544910328,1.17,1.6561224489795916,10.39,1.95
23008,Netherlands,29.951999999999998,10.683030152078183,211.33170246841058,10.17,10.79,24.96,16.95
22922,Other,13.223999999999998,16.61421458787884,211.23312427029157,0.51,0.72,11.02,0.85
21452,Netherlands,7.363499999999999,37.71899382712363,210.981191972016,1.7700000000000002,2.55,6.77,2.9500000000000006
20728,Netherlands,6.071999999999999,41.444387790459594,210.62037875111562,0.9899999999999999,1.2666666666666666,5.06,1.65
21137,Other,7.404,40.75703737692088,210.0617706406502,2.25,3.3899999999999997,7.78,3.75
22131,Netherlands,5.159999999999999,52.52503179715247,209.57487687063832,1.17,1.65,4.3,1.95
37500,Other,26.04,10.426859581412169,209.26707179894223,5.97,4.95,21.7,9.95
22468,Other,16.284,17.087784157708057,209.05195138540034,4.05,4.955,13.57,6.75
22849,Netherlands,40.8,6.81822828631119,208.84233240971173,10.17,11.63,34.0,16.95
23346,Netherlands,2.952,94.27208301344145,207.58712679559807,0.75,1.08,2.46,1.25
40016,United Kingdom,7.4108333333333345,28.938737927153046,207.16760169750083,0.252,0.25,8.65,0.42
22785,United Kingdom,20.376,12.686790553916659,207.12454258324337,4.05,1.25,16.98,6.75
22294,Netherlands,3.0839999999999996,88.0863791046405,205.5936088302309,0.75,1.06,2.57,1.25
23131,EIRE,7.3424999999999985,42.257238287034774,205.05324878783617,2.49,3.75,8.29,4.15
21682,Netherlands,12.203999999999999,22.19908056077307,204.9863098981785,2.97,4.25,10.17,4.95
22630,Netherlands,5.5255,46.68594761100607,203.34064481973695,1.17,1.6499999999999997,4.604583333333333,1.95
22141,Netherlands,5.498377358490566,47.725927915315516,202.28049228922615,1.26,1.8500000000000003,4.581981132075471,2.1
21115,EIRE,17.688,14.727069007003909,200.84776711751928,4.05,1.95,14.74,6.75
20973,Netherlands,1.570271739130435,169.4074364607419,199.9468096531485,0.39,0.55,1.4431159420289856,0.65
22553,Netherlands,5.052,49.22187841592527,199.9392701254884,0.9899999999999999,1.45,4.21,1.65
21473,EIRE,119.95199999999998,1.8510598274289594,199.88114228543387,11.969999999999999,19.949999999999996,99.96,19.95
72802B,Other,10.164,26.16799598494226,199.24312142935037,2.55,0.5,8.47,4.25
21476,Other,71.43599999999999,3.1866252252276244,199.05573131906877,8.969999999999999,10.0,59.53,14.95
35832,Other,15.6,14.39256505530029,199.049174714803,1.7700000000000002,2.95,13.0,2.9500000000000006
22468,Netherlands,16.284,16.22541241939658,198.50169553889774,4.05,4.955,13.57,6.75
21737,EIRE,37.47599999999999,7.770821498275368,198.20257313501148,11.969999999999999,16.95,31.229999999999997,19.95
85065,United Kingdom,30.587999999999997,8.603754581475638,197.35292258988818,7.6499999999999995,9.95,25.49,12.75
22505,Netherlands,13.94,17.986208845288687,197.30871103281686,2.97,3.86,11.616666666666667,4.95
22947,EIRE,40.8,6.379538068288548,196.6301223407896,9.978,7.95,34.0,16.63
23010,France,29.951999999999998,9.89995017262413,195.84081431485052,10.17,10.79,24.96,16.95
23081,Netherlands,19.956,13.046370848447054,195.7738409517965,4.95,7.5,16.63,8.25
C2,Other,180.0,1.3001883384941377,195.02825077412066,30.0,15.0,150.0,50.0
22275,Netherlands,20.376,12.697575324889131,193.9681606630064,5.1,7.65,16.98,8.5
85049C,Netherlands,3.0839999999999996,83.04602796253329,193.82942926455266,0.75,1.06,2.57,1.25
84796B,Germany,29.951999999999998,7.75925061620407,193.81056189154523,4.973999999999999,3.9500000000000006,24.96,8.29
21539,EIRE,12.468,20.3968410002576,193.72919582044665,2.97,4.25,10.39,4.95
22660,Other,18.947999999999997,13.546745450881188,192.06575700259344,4.77,4.58,15.79,7.95
22662,Netherlands,5.258649350649351,44.652924880444104,190.60767879550195,0.9899999999999999,1.2355855855855857,4.382207792207792,1.65
23193,Other,5.4959999999999996,45.840545968532,190.05490358553365,1.3499999999999999,1.95,4.58,2.25
21899,Other,1.5686666666666667,160.3022223903704,188.94288612411654,0.39,0.53,1.7,0.65
21900,Other,1.5686666666666667,160.3022223903704,188.94288612411654,0.39,0.53,1.7,0.65
22626,Netherlands,20.376,12.319120202210593,188.18688020896903,5.1,7.650000000000001,16.98,8.5
22947,Other,40.8,6.094714089877175,187.85127767819426,9.978,7.95,34.0,16.63
22595,Netherlands,1.5789999999999997,175.60269384528073,187.71927972060504,0.51,0.72,1.66,0.85
21262,France,36.467999999999996,5.408289659455233,187.65683460377764,1.7700000000000002,2.95,30.39,2.9500000000000006
23080,Netherlands,19.956,12.46952810827787,187.11773879281773,4.95,7.5,16.63,8.25
22866,Netherlands,5.553341772151899,43.31161434646235,185.9515630930003,1.26,1.81012987012987,4.627784810126583,2.1
22253,Netherlands,3.0839999999999996,79.50789041745823,185.57141623434748,0.75,1.06,2.57,1.25
22847,Netherlands,40.8,6.030621026887485,184.71792205356365,10.17,11.63,34.0,16.95
85132A,Other,25.476,9.024662117784414,184.04895923009533,5.082,1.9499999999999997,21.23,8.47
22944,EIRE,19.355999999999998,9.778438903205029,183.5804119687712,0.5820000000000001,0.38999999999999996,16.13,0.9700000000000001
23298,Netherlands,12.947999999999999,18.291441880078402,182.51200707942226,2.97,4.15,10.79,4.95
22276,Netherlands,7.247999999999999,31.874004153665872,182.25555575066144,1.5299999999999998,2.1,6.04,2.55
22931,Netherlands,5.952,41.17716182154646,182.0854095748785,1.5299999999999998,2.1,4.96,2.55
84347,United Kingdom,7.092,32.680462361389836,181.76873165405024,1.5299999999999998,1.6618503118503116,5.91,2.55
22555,Netherlands,5.052,44.67203957591355,181.4578247573608,0.9899999999999998,1.45,4.21,1.6499999999999997
84879,EIRE,31.247999999999998,6.001443119330627,181.44763126984216,1.014,0.5828571428571429,26.04,1.69
22910,United Kingdom,7.216499999999999,33.231597544819586,180.99589602785983,1.7700000000000002,2.55,6.63,2.9500000000000006
84030E,Netherlands,10.164,23.740509208280873,180.76023711185056,2.55,1.5,8.47,4.25
22113,Netherlands,7.192457142857142,36.45867442456404,180.19543582878953,2.25,3.249857142857143,8.29,3.75
48184,Netherlands,18.947999999999997,12.679749966598315,179.77349502643088,4.77,4.58,15.79,7.95
22635,Netherlands,29.915999999999997,7.4934776001121435,179.43881461228537,5.97,8.5,24.93,9.95
22624,Netherlands,20.376,11.727921875163577,179.15573456499882,5.1,7.6499999999999995,16.98,8.5
